P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height,obs_6_x,obs_6_y,obs_6_width,obs_6_height,obs_7_x,obs_7_y,obs_7_width,obs_7_height,obs_8_x,obs_8_y,obs_8_width,obs_8_height,obs_9_x,obs_9_y,obs_9_width,obs_9_height,obs_10_x,obs_10_y,obs_10_width,obs_10_height,obs_11_x,obs_11_y,obs_11_width,obs_11_height,obs_12_x,obs_12_y,obs_12_width,obs_12_height,obs_13_x,obs_13_y,obs_13_width,obs_13_height,obs_14_x,obs_14_y,obs_14_width,obs_14_height,obs_15_x,obs_15_y,obs_15_width,obs_15_height,obs_16_x,obs_16_y,obs_16_width,obs_16_height,obs_17_x,obs_17_y,obs_17_width,obs_17_height,obs_18_x,obs_18_y,obs_18_width,obs_18_height,obs_19_x,obs_19_y,obs_19_width,obs_19_height,obs_20_x,obs_20_y,obs_20_width,obs_20_height,obs_21_x,obs_21_y,obs_21_width,obs_21_height,obs_22_x,obs_22_y,obs_22_width,obs_22_height,obs_23_x,obs_23_y,obs_23_width,obs_23_height,obs_24_x,obs_24_y,obs_24_width,obs_24_height,obs_25_x,obs_25_y,obs_25_width,obs_25_height,obs_26_x,obs_26_y,obs_26_width,obs_26_height,obs_27_x,obs_27_y,obs_27_width,obs_27_height,obs_28_x,obs_28_y,obs_28_width,obs_28_height,obs_29_x,obs_29_y,obs_29_width,obs_29_height
558,562,0,0,0,100,585,560,4,0,0,100,16:23:02,18036,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
557,562,0,0,0,100,585,560,4,0,0,100,16:23:02,18071,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
556,562,0,0,0,100,585,560,4,0,0,100,16:23:02,18107,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
555,562,0,0,0,100,585,560,4,0,0,100,16:23:02,18143,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
555,563,3,0,0,100,585,560,4,0,0,100,16:23:02,18179,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
555,564,3,0,0,100,585,560,4,0,0,100,16:23:02,18214,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
555,565,3,0,0,100,585,560,4,0,0,100,16:23:02,18250,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
555,566,3,0,0,100,585,560,4,0,0,100,16:23:02,18286,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
554,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18321,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
553,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18357,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
552,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18393,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
551,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18429,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
550,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18464,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
549,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18500,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
548,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18536,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
547,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18571,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
546,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18607,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
545,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18643,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
544,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18679,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
543,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18714,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
542,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18750,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
541,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18786,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
540,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18821,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
539,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18857,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
538,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18893,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
537,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18929,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
536,566,0,0,0,100,585,560,4,0,0,100,16:23:02,18964,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,0,0,0,100,585,560,4,0,0,100,16:23:03,19000,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,0,0,0,100,585,560,4,0,0,100,16:23:03,19036,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,0,0,0,100,585,560,4,0,0,100,16:23:03,19071,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,0,0,0,100,585,560,4,0,0,100,16:23:03,19107,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,0,0,0,100,585,560,4,0,0,100,16:23:03,19143,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,0,0,0,100,585,560,4,0,0,100,16:23:03,19179,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,0,0,0,100,585,560,4,0,0,100,16:23:03,19214,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19250,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19286,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19321,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19357,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19393,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19429,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19464,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19500,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,566,3,0,0,100,585,560,4,0,0,100,16:23:03,19536,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,567,3,0,0,100,584,560,0,0,0,100,16:23:03,19571,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,568,3,0,0,100,583,560,0,0,0,100,16:23:03,19607,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
535,569,3,0,0,100,582,560,0,0,0,100,16:23:03,19643,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
